name,designer,year,loa,lwl,beam,draft,disp,ballast,sa,typekeel,typerig,SA/DISP,DISP/LWL,COMFORT,CAPSIZE RISK,Vm/Vh,L/B,ROLL ACEL.,V  HULL,PERIOD,P/B,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 32,PAINE,1997,32.4,26.1,10.5,4.2,11400,4670,514,,SLOOP,16.29,286,27.5,1.80,1.08,3.09,0.08337,6.85,3.1,5.43,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 34,PAINE,1993,33.8,26.1,10.4,4.3,13000,4400,530,FIN,SLOOP,15.39,326,31.3,1.71,1.06,3.25,0.06453,6.85,3.5,6.16,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 36,PAINE,1998,36.2,29.5,11.6,5.5,15600,6500,657,,SLOOP,16.90,271,29.2,1.80,1.09,3.12,0.08436,7.28,3.3,5.50,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 38,PAINE,1991,37.6,29.5,11.6,5.5,15602,6500,672,,CUTTER,17.28,271,28.9,1.80,1.10,3.24,0.08436,7.28,3.3,5.50,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 40,PAINE,1999,40.9,32.0,12.6,5.2,19400,7310,758,,CUTTER,16.86,264,29.6,1.81,1.08,3.25,0.08872,7.58,3.4,5.44,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 44,PAINE,1962,44.5,35.5,13.0,5.5,23500,8630,879,,CUTTER,17.21,234,31.2,1.76,1.08,3.42,0.08243,7.98,3.6,5.67,,,,,,,,,,,,,,,,,,,,,,,,
MORRIS 46,PAINE,1960,45.9,35.5,13.0,5.5,23500,8630,879,,SLOOP,17.21,234,30.9,1.76,1.08,3.53,0.08243,7.98,3.6,5.67,,,,,,,,,,,,,,,,,,,,,,,,
MOTIVA 36,BORGHEGA,1993,36.4,29.7,12.1,5.6,22046,5953,850,STEEL,SLOOP,17.37,376,38.8,1.67,1.09,3.01,0.05511,7.30,4.2,6.85,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT GAY 30,VARIOUS,1985,31.4,30.0,10.8,6.3,5070,0,0,,,0.00,84,10.8,2.43,0.00,2.91,0.42514,7.34,1.4,2.42,,,,,,,,,,,,,,,,,,,,,,,,
MUMM 30,FARR,1963,30.8,27.5,10.1,6.9,4561,1997,585,FIN,SLOOP,34.13,98,11.4,2.36,1.42,3.05,0.38698,7.03,1.4,2.50,,,,,,,,,,,,,,,,,,,,,,,,
MUMM 36,FARR,1998,35.7,31.7,11.7,7.3,8150,3500,644,FIN,SLOOP,25.53,114,14.5,2.25,1.27,3.05,0.28686,7.54,1.8,2.99,,,,,,,,,,,,,,,,,,,,,,,,
MX-25,MURNIKOV,1991,25.0,24.5,9.0,6.0,1800,900,450,LIFTING FIN + BU,SLOOP,48.77,55,6.0,2.86,1.65,2.78,1.00153,6.63,0.8,1.51,,,,,,,,,,,,,,,,,,,,,,,,
MYSTIC 20,,1966,20.0,18.5,8.0,2.1 /4.3,3000,,282,CAT BOAT,GAFF,21.75,212,15.3,2.15,1.24,2.50,0.18483,5.76,1.7,3.41,,,,,,,,,,,,,,,,,,,,,,,,
N/M 46 PERF CRUISER,MAREK,1983,46.5,40.3,13.6,9.1,19750,11000,1153,,SLOOP,25.35,135,22.4,1.95,1.24,3.42,0.15533,8.51,2.7,4.15,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 320,NAJAD,1960,31.8,26.9,10.3,5.3,10803,4850,474,,SLOOP,15.57,248,26.3,1.80,1.07,3.09,0.08665,6.95,3.0,5.30,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 331,SEGERLIND,1991,32.7,26.7,10.7,5.6,11000,4620,538,MONO FIN SPADE,SLOOP,17.46,258,25.4,1.86,1.11,3.06,0.09781,6.92,2.9,5.03,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 340,KARLSSON,1994,33.5,28.4,11.2,5.3,13900,5152,549,,SLOOP,15.25,271,28.7,1.80,1.06,2.99,0.08555,7.14,3.2,5.43,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 360,KARLSSON,1998,35.3,30.3,11.8,5.6,15680,6720,603,,SLOOP,15.46,252,28.5,1.82,1.06,2.99,0.09181,7.38,3.2,5.29,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 361,KARLSSON,1968,36.8,30.3,11.5,5.2,16500,7040,678,MONO,SLOOP,16.80,265,30.6,1.75,1.08,3.20,0.07413,7.38,3.5,5.86,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 390,KARLSSON,1995,38.4,32.8,11.5,6.1,20947,8820,710,,SLOOP,15.01,265,36.3,1.61,1.04,3.34,0.05402,7.67,4.1,6.86,,,,,,,,,,,,,,,,,,,,,,,,
NAJAD 420,KARLSSON,1980,42.5,34.3,12.5,6.3,28600,10560,936,,SLOOP,16.08,316,41.6,1.58,1.05,3.40,0.04796,7.85,4.6,7.38,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 32,GUSTAFSSON,1992,32.1,27.2,10.3,5.2,11464,4189,562,,SLOOP,17.75,254,27.7,1.77,1.12,3.12,0.08115,6.99,3.1,5.48,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 331,AARNIPALO/GUSTAFSSON,2000,33.2,28.2,10.7,5.1,17250,5150,547,FIN KEEL,SLOOP,13.16,343,38.2,1.60,1.00,3.10,0.04663,7.12,4.2,7.29,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 35,GUSTAFSSON,1970,34.1,29.7,11.3,5.5,16500,0,720,FIN KEEL,SLOOP,17.84,281,32.5,1.72,1.11,3.02,0.06842,7.30,3.6,6.08,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 38,GUSTAFSSON,1967,37.5,30.3,11.2,5.1,24200,0,752,FULL KEEL,,14.44,388,46.1,1.50,1.02,3.35,0.03504,7.38,5.0,8.48,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 39,GOSTAFSSON,1973,38.1,32.2,11.3,6.0,17600,0,820,FIN KEEL,SLOOP,19.46,235,31.7,1.68,1.14,3.37,0.06477,7.60,3.7,6.25,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 42,GOSTAFSSON,1986,41.8,34.2,13.1,6.3,29800,0,882,FIN KEEL,SLOOP,14.74,333,41.0,1.64,1.02,3.19,0.05328,7.84,4.5,7.06,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 43,,1983,42.7,32.0,13.8,6.2,33100,0,1092,FIN KEEL,SLOOP,17.02,451,44.1,1.66,1.07,3.09,0.05223,7.58,4.7,7.18,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 44,,1973,43.7,37.8,12.2,5.1,32000,0,1016,FULL KEEL,,16.19,265,44.7,1.49,1.05,3.58,0.03779,8.24,5.1,8.29,,,,,,,,,,,,,,,,,,,,,,,,
NAUTICAT 515,GUSTAFSSON,2000,50.6,40.1,15.1,7.2,52900,18100,1540,FIN KEEL,SLOOP,17.56,366,50.9,1.56,1.07,3.35,0.04273,8.49,5.5,8.03,,,,,,,,,,,,,,,,,,,,,,,,
Nauticat 52,,1978,51.2,39.6,15.0,7.2,54000,15200,1371,,,15.42,388,52.6,1.54,1.02,3.41,0.03946,8.43,5.7,8.35,,,,,,,,,,,,,,,,,,,,,,,,
NELSON/MAREK 43 C/R,NELSON/MAREK YACHT D,1968,42.1,37.0,12.5,8.6,15500,8000,1300,FIN KEEL,SLOOP,33.58,137,21.5,1.94,1.37,3.37,0.15013,8.15,2.6,4.17,,,,,,,,,,,,,,,,,,,,,,,,
NELSON/MAREK 43 IMS,NELSON,1962,42.1,37.0,12.5,8.7,14500,6550,995,,,26.87,128,20.1,1.98,1.27,3.37,0.16238,8.15,2.5,4.01,,,,,,,,,,,,,,,,,,,,,,,,
NELSON/MAREK 46,NELSON/MAREK YACHT D,1996,46.6,39.2,13.4,9.2,18500,11000,1173,FIN KEEL,SLOOP,26.93,137,21.8,1.96,1.27,3.48,0.15240,8.39,2.7,4.19,,,,,,,,,,,,,,,,,,,,,,,,
NEW YORK 36,COOK,2000,35.7,29.5,11.7,6.3,10500,4200,650,FIN KEEL,SLOOP,21.76,183,19.6,2.07,1.20,3.05,0.17569,7.28,2.3,3.82,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORT 27S,C&C,1973,27.0,22.3,9.2,4.3,6000,2400,354,FIN,SLOOP,17.21,242,20.3,1.96,1.13,2.93,0.12521,6.33,2.3,4.30,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORT 28,C&C,1996,28.0,23.0,9.5,4.5,7000,3000,385,FIN,SLOOP,16.89,257,22.0,1.92,1.11,2.95,0.11110,6.43,2.5,4.60,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORT 30-2 SD,C&C,1992,30.0,25.0,10.5,4.0,8000,2600,424,FIN KEEL,SLOOP,17.01,229,20.4,2.03,1.11,2.86,0.15146,6.70,2.3,4.03,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORT 41,C&C,1970,41.0,30.0,11.3,6.3,18000,8215,765,FULL,SLOOP,17.89,298,33.1,1.67,1.11,3.63,0.05830,7.34,3.9,6.58,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORTER 40,AKERMAN,1973,40.0,32.0,13.0,4.9,24640,7800,835,,KETCH,15.84,336,36.4,1.73,1.05,3.08,0.06677,7.58,4.0,6.30,,,,,,,,,,,,,,,,,,,,,,,,
NICHOLSON 31,WALL,1967,30.6,24.1,10.3,5.0,14740,5300,614,FULL KEEL,SLOOP,16.40,470,39.1,1.63,1.08,2.97,0.04421,6.58,4.2,7.43,,,,,,,,,,,,,,,,,,,,,,,,
NICHOLSON 35,C&N,1966,35.2,26.7,10.4,5.5,17635,7826,743,,SLOOP,17.61,414,41.2,1.55,1.10,3.38,0.03736,6.92,4.6,8.09,,,,,,,,,,,,,,,,,,,,,,,,
NICHOLSON 40 AC,C&N,1998,40.0,30.5,11.3,5.7,24427,10075,918,,KETCH        ,17.52,384,44.8,1.51,1.09,3.54,0.03547,7.40,5.0,8.44,,,,,,,,,,,,,,,,,,,,,,,,
Nicholson 476,NICHOLSON,1982,47.4,38.6,13.7,5.8,29500,0,969,,,16.31,229,33.9,1.72,1.06,3.46,0.07515,8.33,3.9,5.98,,,,,,,,,,,,,,,,,,,,,,,,
NIMBLE 24,,2000,28.4,24.2,8.2,1.0,2600,0,252,,,21.38,82,9.6,2.31,1.24,3.46,0.32871,6.59,1.3,2.58,,,,,,,,,,,,,,,,,,,,,,,,
NIMBLE 30,,1996,33.2,25.0,9.4,4.6,7000,0,450,FIN KEEL,SLOOP,19.74,200,19.9,1.90,1.17,3.53,0.11870,6.70,2.4,4.44,,,,,,,,,,,,,,,,,,,,,,,,
NIMBLE WANDERER,BREWER,1967,32.4,29.2,8.5,2.9,7000,1850,360,,SLOOP,15.79,126,20.7,1.72,1.09,3.81,0.08692,7.24,2.6,5.06,,,,,,,,,,,,,,,,,,,,,,,,
NONSUCH 30 ULTRA,,1985,30.3,28.7,11.9,5.0,11500,4500,540,FIN,CAT BOAT,17.02,217,22.5,2.04,1.10,2.55,0.15212,7.18,2.5,4.11,,,,,,,,,,,,,,,,,,,,,,,,
NONSUCH 33,ELLIS,1966,33.5,31.8,12.5,5.3,15432,6063,670,,CAT          ,17.36,214,25.5,1.94,1.10,2.68,0.12945,7.56,2.8,4.49,,,,,,,,,,,,,,,,,,,,,,,,
NONSUCH 36,ELLIS,1989,36.0,33.6,12.7,5.5,17000,6500,742,,CAT          ,18.02,200,25.9,1.91,1.11,2.83,0.12322,7.77,2.9,4.62,,,,,,,,,,,,,,,,,,,,,,,,
NORDIA 39,VAN DAM,1997,39.0,32.2,11.8,5.9,19842,7716,764,ALUMINUM,SLOOP        ,16.74,265,33.5,1.69,1.08,3.31,0.06510,7.60,3.8,6.28,,,,,,,,,,,,,,,,,,,,,,,,
NORDIA 43,VAN DAM,1983,43.0,36.4,13.1,6.2,22046,9259,990,ALUMINUM,SLOOP,20.23,204,28.9,1.81,1.15,3.28,0.09334,8.08,3.4,5.33,,,,,,,,,,,,,,,,,,,,,,,,
NORDIC 40,PERRY,1974,39.7,32.5,12.1,6.5,18000,7091,756,FIN,SLOOP,17.68,234,29.0,1.79,1.10,3.28,0.08927,7.64,3.3,5.38,,,,,,,,,,,,,,,,,,,,,,,,
NORDIC 44,PERRY,1985,43.9,35.4,12.9,7.0,23500,9350,923,,SLOOP,18.07,236,31.8,1.74,1.10,3.40,0.07725,7.97,3.7,5.85,,,,,,,,,,,,,,,,,,,,,,,,
NORDIC 46 RS,PERRY,1984,45.9,38.0,12.9,7.0,25000,9340,923,,SLOOP,17.34,203,31.8,1.71,1.08,3.56,0.07725,8.26,3.7,5.85,,,,,,,,,,,,,,,,,,,,,,,,
NORTH SEA 27,HESS,1980,27.0,25.0,8.0,3.9,8100,3100,400,,CUTTER,15.92,231,30.6,1.54,1.09,3.38,0.04360,6.70,3.5,7.02,,,,,,,,,,,,,,,,,,,,,,,,
NORTH SEA 35,HESS,1997,35.9,32.0,11.8,5.7,20600,7200,720,,CUTTER,15.39,281,35.9,1.67,1.05,3.04,0.06181,7.58,3.9,6.44,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST 37+,ELLIS,1981,37.5,34.0,13.7,4.9,18900,6800,686,,SLOOP,15.53,215,25.5,1.99,1.05,2.74,0.14580,7.81,2.8,4.29,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST 400,ELLIS DESIGN,1961,43.0,34.0,13.3,4.0,23000,7000,700,MOD. LONG KEEL,,13.90,261,30.9,1.81,1.01,3.23,0.08982,7.81,3.5,5.45,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWIND 41,PENNA,1987,41.0,32.4,13.5,5.9,21385,8819,791,,SLOOP,16.49,281,29.5,1.88,1.07,3.04,0.10300,7.63,3.3,5.10,,,,,,,,,,,,,,,,,,,,,,,,
NORTH-WIND 50,PENNA,1986,49.5,38.1,14.7,6.5,30870,10363,1323,FIN KEEL,SLOOP,21.60,249,32.1,1.81,1.16,3.37,0.09130,8.27,3.7,5.48,,,,,,,,,,,,,,,,,,,,,,,,
NORTH-WIND 54,PENNA,1993,54.1,43.7,15.1,7.2,42997,16096,1582,,,20.71,230,38.2,1.67,1.13,3.58,0.06677,8.86,4.4,6.43,,,,,,,,,,,,,,,,,,,,,,,,
NORTH-WIND 62,PENNA,1970,61.0,48.2,16.0,7.2,55125,29529,1819,,,20.18,220,40.8,1.63,1.12,3.81,0.06028,9.30,4.8,6.81,,,,,,,,,,,,,,,,,,,,,,,,
OCC IDEAL CRUISING YACHT,OCEAN CRUISING CLUB,1965,43.0,36.0,12.5,6.0,27000,11600,950,MONO LNG FIN SKEG,CUTTER,16.96,258,37.9,1.61,1.07,3.44,0.05489,8.04,4.3,6.90,,,,,,,,,,,,,,,,,,,,,,,,
Oceanic 51,,1975,50.8,43.0,14.3,7.0,39000,15600,1247,,,17.42,219,38.5,1.63,1.07,3.55,0.06235,8.79,4.4,6.60,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 281,FINOT,1996,28.5,24.2,9.4,4.0,5732,1675,383,,,19.19,181,17.6,2.03,1.17,3.03,0.15504,6.59,2.1,3.89,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 311,,1991,32.3,28.8,10.7,4.8,7716,,452,FIN SPADE RUDDER,SLOOP,18.58,144,17.0,2.09,1.15,3.02,0.20565,7.19,2.0,3.47,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 321,FINOT,1985,32.6,29.4,11.2,4.2,9700,3274,600,FIN + BULB,SLOOP,21.18,170,19.8,2.03,1.19,2.91,0.16560,7.27,2.3,3.90,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 352,BERRET,1962,35.0,31.1,12.5,5.0,12000,3750,634,,,19.42,178,19.9,2.11,1.15,2.80,0.19185,7.47,2.3,3.69,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 36 CC,BERRET/RACOUPEAU,1994,36.4,31.2,12.5,5.2,13382,4155,632,FIN + BULB,SLOOP,18.00,197,21.8,2.04,1.12,2.91,0.16238,7.48,2.5,4.01,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 400,FINOT,1982,39.8,34.1,12.0,5.5,16000,5600,670,BILGE KEELS,,16.95,180,25.2,1.84,1.09,3.32,0.10683,7.82,3.0,4.91,,,,,,,,,,,,,,,,,,,,,,,,
OCEANIS 44 CC,FARR,1990,44.6,36.8,14.0,5.8,20944,6835,1017,,,21.50,188,24.6,1.97,1.17,3.19,0.13973,8.13,2.9,4.40,,,,,,,,,,,,,,,,,,,,,,,,
OCEANLORD 41, ,1975,40.5,32.7,13.5,5.5,20834,7983,699,,SLOOP,14.83,266,28.7,1.90,1.03,3.00,0.10954,7.66,3.2,4.94,,,,,,,,,,,,,,,,,,,,,,,,
OCEANQUEST 35,DUBOIS,1970,34.6,27.0,12.2,4.5,14080,5698,550,,SLOOP,15.15,319,26.6,1.95,1.05,2.84,0.11686,6.96,2.9,4.71,,,,,,,,,,,,,,,,,,,,,,,,
OCEANUS,FELTZ / MANSARI,1968,38.8,29.9,10.7,5.6,18739,7550,840,"CUTAWAY, SKEG, STEEL",SLOOP,19.12,313,37.8,1.56,1.13,3.63,0.04449,7.33,4.3,7.46,,,,,,,,,,,,,,,,,,,,,,,,
OCTAVIA 25,ALBERG,1974,25.0,19.0,8.0,3.5,5120,2050,304,FULL KEEL,,16.42,333,23.8,1.80,1.11,3.13,0.07327,5.84,2.7,5.42,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 22,HUNT,1979,21.9,18.9,7.1,1.9,2600,600,190,,SLOOP,16.12,172,14.9,2.00,1.13,3.08,0.13519,5.83,1.8,3.83,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 23,HUNT,1967,22.7,19.5,7.9,2.3 / 5.3,3725,1200,246,,SLOOP,16.42,224,17.9,1.97,1.12,2.87,0.11870,5.92,2.1,4.24,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 25,GURNEY,1999,25.0,22.8,9.0,4.0,5000,2230,340,FIN,SLOOP,18.66,188,17.6,2.04,1.16,2.78,0.16024,6.40,2.0,3.78,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 26 ,ODAY,1976,26.0,20.0,8.0,6.0,4800,1850,284,, SLOOP,16.02,268,21.3,1.83,1.11,3.25,0.08546,5.99,2.5,5.02,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 28,HUNT,1985,28.3,22.9,10.3,4.5,7300,2350,370,, SLOOP,15.78,271,20.6,2.05,1.09,2.75,0.14742,6.41,2.3,4.07,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 290,PEARSON,1985,28.8,23.4,10.4,3.9,7550,2700,380,,SLOOP,15.85,263,20.6,2.05,1.09,2.77,0.14944,6.48,2.3,4.05,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 30,ODAY,1984,29.9,25.4,10.8,4.9,10150,4000,441,, SLOOP,15.10,277,24.6,1.93,1.06,2.77,0.11430,6.75,2.7,4.66,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 34 M,HUNT,1971,34.0,28.8,11.3,6.2,11500,4860,596,, SLOOP,18.78,215,23.2,1.94,1.14,3.01,0.12163,7.19,2.7,4.56,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 37,HUNT,1988,37.0,30.3,11.2,4.8,14000,5370,594,,SLOOP,16.42,225,26.8,1.80,1.08,3.30,0.09116,7.38,3.1,5.26,,,,,,,,,,,,,,,,,,,,,,,,
ODAY 39,BRIAND,1987,38.6,33.5,12.6,6.3,18000,7200,673,, SLOOP,15.74,214,27.2,1.86,1.06,3.06,0.10672,7.76,3.1,4.96,,,,,,,,,,,,,,,,,,,,,,,,
"ODYSSEY, WHITBREAD",KHOREV,1981,75.0,72.0,18.0,,57200,,6458,,SLOOP,69.92,68,25.8,1.81,1.68,4.17,0.13862,11.37,3.4,4.55,,,,,,,,,,,,,,,,,,,,,,,,
OFFHAND 34,TURPIN,1961,34.0,32.0,10.0,4.5,13500,5250,575,,SLOOP,16.28,184,29.8,1.62,1.08,3.40,0.06105,7.58,3.5,6.28,,,,,,,,,,,,,,,,,,,,,,,,
OFFSHORE 38,THOMAS,1981,37.8,30.0,11.3,6.0,16900,6400,710,,SLOOP,17.31,279,32.0,1.70,1.10,3.35,0.06477,7.34,3.7,6.25,,,,,,,,,,,,,,,,,,,,,,,,
OHLSON 38,OHLSON,1971,37.5,26.3,10.3,5.5,14900,6000,563,"FIN KEEL, SKEG RUDDER",SLOOP / YAWL,14.93,366,34.8,1.62,1.05,3.64,0.04874,6.87,4.0,7.07,,,,,,,,,,,,,,,,,,,,,,,,
OLSON 25,OLSON,2000,25.0,21.3,9.0,4.5,3000,1300,308,,SLOOP,23.75,139,11.1,2.41,1.28,2.78,0.32703,6.18,1.4,2.65,,,,,,,,,,,,,,,,,,,,,,,,
OLSON 30,OLSON,1982,30.0,27.5,9.3,5.1,3600,1800,381,, SLOOP,26.02,77,10.1,2.35,1.31,3.23,0.39824,7.03,1.3,2.42,,,,,,,,,,,,,,,,,,,,,,,,
OLSON 40,OLSON,1966,40.3,36.0,10.5,6.6,10230,7100,475,, SLOOP,16.18,98,18.5,1.87,1.09,3.84,0.13910,8.04,2.4,4.20,,,,,,,,,,,,,,,,,,,,,,,,
OMEGA 36,HOLLAND,1978,36.1,30.2,11.0,5.6,11243,4630,667,,SLOOP,21.34,182,22.3,1.90,1.19,3.28,0.11723,7.36,2.7,4.62,,,,,,,,,,,,,,,,,,,,,,,,
ONE DESIGN 35,NELSON/MAREK,1990,35.0,30.5,10.8,7.5,5800,2660,800,FIN,SLOOP,39.77,91,11.8,2.32,1.49,3.24,0.37034,7.40,1.5,2.59,,,,,,,,,,,,,,,,,,,,,,,,
ONE DESIGN 48,REICHEL/PUGH,1978,48.4,40.9,14.2,10.1,17967,11000,1476,FIN,SLOOP,34.56,117,18.8,2.10,1.38,3.41,0.22618,8.57,2.3,3.46,,,,,,,,,,,,,,,,,,,,,,,,
ONYX,DEVLIN,1965,27.6,22.3,8.5,4.5,7920,2980,401,FULL KEEL,,16.20,319,29.6,1.65,1.09,3.25,0.05083,6.33,3.4,6.62,,,,,,,,,,,,,,,,,,,,,,,,
OPTIMAL BLUE WATER CRUISER,"MANY, SEE OPTIMAL VALUES PAGE",1970,40.1,30.5,11.7,6.0,19800,8000,745,FIN WITH SKEG RUDDER,CUTTER,16.35,312,34.6,1.67,1.07,3.43,0.06111,7.40,3.9,6.47,,,,,,,,,,,,,,,,,,,,,,,,
OPTIMAL COASTAL CRUISER,HOLTROP,2000,37.5,31.4,12.1,5.5,19540,7500,815,FIN,SLOOP,18.04,282,32.8,1.74,1.11,3.10,0.07101,7.51,3.7,6.04,,,,,,,,,,,,,,,,,,,,,,,,
ORION 27,MOHRSCHLADT,1997,27.3,22.1,9.2,4.0,10000,3800,508,,CUTTER,17.57,414,34.0,1.65,1.12,2.97,0.04838,6.30,3.7,6.92,,,,,,,,,,,,,,,,,,,,,,,,
Orion 50,,1982,49.5,42.5,14.4,6.5,36600,14000,1118,,,16.30,213,36.4,1.68,1.05,3.44,0.06904,8.74,4.2,6.28,,,,,,,,,,,,,,,,,,,,,,,,
OUTLAW,ILLINGWORTH & PRIMROSE,1993,48.8,38.8,13.0,8.2,32500,,992,FIN KEEL,CUTTER,15.65,248,39.5,1.58,1.04,3.75,0.05049,8.35,4.6,7.24,,,,,,,,,,,,,,,,,,,,,,,,
OYSTA 30,DEVLIN,1974,40.0,28.2,9.0,4.5,14000,4800,540,FULL KEEL,,14.93,279,36.5,1.44,1.05,4.44,0.03165,7.12,4.5,8.51,,,,,,,,,,,,,,,,,,,,,,,,
OYSTA 42,DEVLIN,1977,42.1,37.0,12.1,5.0,28000,8500,619,FULL KEEL,,10.78,247,40.6,1.54,0.92,3.48,0.04594,8.15,4.6,7.50,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 41,HOLMAN,1982,40.0,35.7,12.8,6.0,24750,8910,952,,SLOOP,18.01,243,34.7,1.70,1.10,3.13,0.06883,8.01,3.9,6.19,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 42,HOLMAN,1982,42.8,33.8,12.8,6.0,26543,8074,785,,SLOOP,14.17,307,37.7,1.66,1.01,3.34,0.05935,7.79,4.2,6.66,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 435,HOLMAN & PYE,1974,43.5,36.9,13.7,6.0,27500,8760,860,MONO,SLOOP,15.16,244,33.5,1.76,1.03,3.18,0.07916,8.14,3.8,5.83,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 45,HOLMAN,1992,45.9,38.0,14.0,6.5,35000,11590,886,FIN KEEL,SLOOP,13.30,285,39.9,1.66,0.98,3.28,0.06070,8.26,4.4,6.67,,,,,,,,,,,,,,,,,,,,,,,,
Oyster 45,,1981,44.3,38.0,14.0,6.5,30000,11600,886,,,14.74,244,34.6,1.74,1.02,3.16,0.07726,8.26,3.9,5.91,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 45 (1998),HOLMAN,1987,44.3,38.0,14.0,6.5,29982,11590,886,MONO FIN,SLOOP,14.75,244,34.6,1.74,1.02,3.16,0.07726,8.26,3.9,5.91,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 485,HOLMAN,1999,48.5,39.1,14.0,7.2,41000,13070,998,,SLOOP,13.49,306,45.0,1.57,0.98,3.46,0.04700,8.38,5.0,7.58,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 49 PH,HOLMAN & PYE,1997,49.0,41.0,14.0,7.0,42000,0,1156,FIN KEEL,SLOOP,15.37,272,44.5,1.56,1.03,3.50,0.04700,8.58,5.0,7.58,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 53,HOLMAN,1963,53.9,45.1,15.3,7.3,49600,14010,1280,BULB KEEL,SLOOP,15.24,241,42.5,1.61,1.02,3.52,0.05703,9.00,4.8,6.96,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 61,HOLMAN & PYE,1986,61.0,52.1,16.0,8.3,69000,0,2216,,,21.17,218,48.5,1.51,1.13,3.81,0.04429,9.67,5.6,7.94,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 68,HOLMAN & PYE,1978,67.5,57.7,17.2,9.0,88000,0,2545,BILGE KEELS,,20.68,205,50.8,1.50,1.11,3.92,0.04358,10.18,5.9,8.07,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 70,HOLMAN,1983,70.6,58.0,17.2,9.1,90000,24000,2160,,SLOOP,17.29,206,51.0,1.49,1.04,4.10,0.04214,10.21,6.0,8.21,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 80,HOLMAN & PYE,1966,79.5,68.5,19.0,9.6,126400,0,3425,FIN + BULB,SLOOP,21.87,176,53.9,1.47,1.12,4.18,0.04173,11.09,6.4,8.33,,,,,,,,,,,,,,,,,,,,,,,,
OYSTER 82 PH,HOLMAN & PYE,1995,82.1,68.6,19.1,9.8,135000,0,3425,FIN + BULB,SLOOP,20.93,187,56.5,1.44,1.10,4.30,0.03831,11.10,6.7,8.70,,,,,,,,,,,,,,,,,,,,,,,,
PACIFIC SEACRAFT  PH 40,CREALOCK,1978,42.1,33.1,12.4,6.0,24500,8880,828,FIN KEEL,SLOOP,15.77,302,37.0,1.65,1.05,3.40,0.05693,7.71,4.2,6.77,,,,,,,,,,,,,,,,,,,,,,,,
